title,property_type,location,price,bedrooms,bathrooms,toilets,added_date,updated_date,city,price_per_bedroom,price_category,month_posted,property_category
5 bedroom duplex,5 bedroom duplex/house for sale,osapa london lekki lagos,800000000.0,5.0,5.0,,2025-05-01,11 Nov 2025,Lagos,160000000.0,High,2025-05,house
ultra luxury 5 bedroom duplex,ultra luxury 5 bedroom duplex/house for sale,lekki phase 1 lekki lagos,1500000000.0,5.0,5.0,,2025-06-26,11 Nov 2025,Lagos,300000000.0,High,2025-06,house
5 bedroom detached duplex,5 bedroom detached duplex/house for sale,megamound ikota lekki lagos,365000000.0,5.0,5.0,,2025-05-15,11 Nov 2025,Lagos,73000000.0,High,2025-05,detached duplex
5 bedroom duplex,5 bedroom duplex/house for sale,ikota lekki lagos,330000000.0,5.0,5.0,,2025-05-03,11 Nov 2025,Lagos,66000000.0,High,2025-05,house
5 bedroom detached duplex,5 bedroom detached duplex/house for sale,idado lekki lagos,280000000.0,5.0,5.0,,2025-05-01,11 Nov 2025,Lagos,56000000.0,High,2025-05,detached duplex
4 bedroom semi detached duplex,4 bedroom semi detached duplex/house for sale,ikate lekki lagos,250000000.0,4.0,4.0,,2025-05-01,11 Nov 2025,Lagos,62500000.0,High,2025-05,semi detached duplex
5 bedroom semi detached home,5 bedroom semi detached home/house for sale,cowrie creek estate ikate lekki lagos,880000000.0,5.0,5.0,,2025-05-21,11 Nov 2025,Lagos,176000000.0,High,2025-05,semi detached duplex
5 bedroom apartment,5 bedroom apartment/flat apartment for sale,ikoyi lagos,9347000000.0,5.0,5.0,,2025-05-29,11 Nov 2025,Lagos,1869400000.0,High,2025-05,flat/apartment
waterfront 5 bedroom duplex,waterfront 5 bedroom duplex/house for sale,banana island ikoyi lagos,10785000000.0,5.0,5.0,,2025-05-09,11 Nov 2025,Lagos,2157000000.0,High,2025-05,house
serviced 4 bedroom maisonette,serviced 4 bedroom maisonette/house for sale,ikoyi lagos,900000000.0,4.0,4.0,,2025-05-29,11 Nov 2025,Lagos,225000000.0,High,2025-05,house
4 bedroom terrace duplex,4 bedroom terrace duplex/house for sale,abraham adesanya estate ajah lagos,110000000.0,4.0,4.0,,2025-06-26,11 Nov 2025,Lagos,27500000.0,High,2025-06,house
2 bedroom apartment,2 bedroom apartment/flat apartment for sale,osapa london lekki lagos,100000000.0,2.0,2.0,,2025-05-04,11 Nov 2025,Lagos,50000000.0,High,2025-05,flat/apartment
5 bedroom duplex,5 bedroom duplex/house for sale,ikate lekki lagos,700000000.0,5.0,5.0,,2025-05-04,11 Nov 2025,Lagos,140000000.0,High,2025-05,house
5 bedroom detached duplex,5 bedroom detached duplex/house for sale,ikoyi lagos,14380000000.0,5.0,5.0,,2025-05-29,11 Nov 2025,Lagos,2876000000.0,High,2025-05,detached duplex
4 bedroom terrace duplex,4 bedroom terrace duplex/house for sale,ikoyi lagos,1300000000.0,4.0,4.0,,2025-11-05,11 Nov 2025,Lagos,325000000.0,High,2025-11,house
4 bedroom detached duplex,4 bedroom detached duplex/house for sale,idado lekki lagos,230000000.0,4.0,4.0,,2025-05-01,11 Nov 2025,Lagos,57500000.0,High,2025-05,detached duplex
4 bedroom detached duplex,4 bedroom detached duplex/house for sale,ajah lagos,120000000.0,4.0,4.0,,2025-05-04,11 Nov 2025,Lagos,30000000.0,High,2025-05,detached duplex
4 bedroom duplex,4 bedroom duplex/house for sale,lekky county ikota lekki lagos,350000000.0,4.0,4.0,,2025-05-03,11 Nov 2025,Lagos,87500000.0,High,2025-05,house
4 bedroom terrace duplex,4 bedroom terrace duplex/house for sale,ajah lagos,100000000.0,4.0,4.0,,2025-05-04,11 Nov 2025,Lagos,25000000.0,High,2025-05,house
5 bedroom fully detached duplex,5 bedroom fully detached duplex/house for sale,2nd tollgate chevron lekki lagos,418000000.0,5.0,5.0,,2025-04-17,11 Nov 2025,Lagos,83600000.0,High,2025-04,fully detached
bedroom apartments,bedroom apartments/flat apartment for sale,ikate lekki lagos,120000000.0,2.0,2.0,,2025-05-04,11 Nov 2025,Lagos,60000000.0,High,2025-05,flat/apartment
4 bedroom semi detached duplex,4 bedroom semi detached duplex/house for sale,lekky county ikota lekki lagos,120000000.0,4.0,4.0,,2025-05-03,11 Nov 2025,Lagos,30000000.0,High,2025-05,semi detached duplex
2 bedroom apartment with bq,2 bedroom apartment with bq/flat / apartment for sale,ikate lekki lagos,220000000.0,2.0,,,2025-07-18,11 Nov 2025,Lagos,110000000.0,High,2025-07,flat/apartment
5 bedroom detached duplex,5 bedroom detached duplex/house for sale,victoria island lagos,900000000.0,5.0,5.0,,2025-05-04,11 Nov 2025,Lagos,180000000.0,High,2025-05,detached duplex
5 bedroom duplex,5 bedroom duplex/house for sale,chevron lekki lagos,390000000.0,5.0,5.0,,2025-04-16,11 Nov 2025,Lagos,78000000.0,High,2025-04,house
5 bedroom detached duplex,5 bedroom detached duplex/house for sale,agungi lekki lagos,350000000.0,5.0,5.0,,2025-05-04,11 Nov 2025,Lagos,70000000.0,High,2025-05,detached duplex
5 bedroom semi detached duplex,5 bedroom semi detached duplex/house for sale,cowrie creek estate ikate lekki lagos,850000000.0,5.0,5.0,,2025-05-21,11 Nov 2025,Lagos,170000000.0,High,2025-05,semi detached duplex
5 bedroom detached duplex,5 bedroom detached duplex/house for sale,royal garden estate ajah lagos,550000000.0,5.0,5.0,,2025-05-21,11 Nov 2025,Lagos,110000000.0,High,2025-05,detached duplex
4 bedroom townhouse,4 bedroom townhouse/house for sale,ikoyi lagos,500000000.0,5.0,5.0,,2025-05-29,11 Nov 2025,Lagos,100000000.0,High,2025-05,house
land,land/house for sale,royal garden estate ajah lagos,580000000.0,5.0,5.0,,2025-05-21,11 Nov 2025,Lagos,116000000.0,High,2025-05,land
5 bedroom detached house,5 bedroom detached house/house for sale,off pinnock beach osapa london lekki lagos,650000000.0,5.0,6.0,,2025-04-16,11 Nov 2025,Lagos,130000000.0,High,2025-04,house
2 bedroom apartment,2 bedroom apartment/flat apartment for sale,ologolo lekki lagos,120000000.0,2.0,2.0,,2025-05-04,11 Nov 2025,Lagos,60000000.0,High,2025-05,flat/apartment
modern 2 bedroom apartment,modern 2 bedroom apartment/flat apartment for sale,victoria island lagos,450000000.0,2.0,2.0,,2025-11-05,11 Nov 2025,Lagos,225000000.0,High,2025-11,flat/apartment
5 bedroom semi detached duplex,5 bedroom semi detached duplex/house for sale,ikoyi lagos,850000000.0,5.0,5.0,,2025-05-03,11 Nov 2025,Lagos,170000000.0,High,2025-05,semi detached duplex
5 bedroom duplex,5 bedroom duplex/house for sale,pinnock beach osapa london lekki lagos,750000000.0,5.0,5.0,,2025-05-04,11 Nov 2025,Lagos,150000000.0,High,2025-05,house
4 bedroom fully detached duplex,4 bedroom fully detached duplex/house for sale,sangotedo ajah lagos,185000000.0,4.0,4.0,,2025-10-09,11 Nov 2025,Lagos,46250000.0,High,2025-10,fully detached
4 bedroom detached duplex,4 bedroom detached duplex/house for sale,pinnock beach estate osapa london lekki lagos,850000000.0,4.0,4.0,,2025-06-26,11 Nov 2025,Lagos,212500000.0,High,2025-06,detached duplex
4 bedroom detached duplex,4 bedroom detached duplex/house for sale,chevron lekki lagos,195000000.0,,,,2025-05-04,11 Nov 2025,Lagos,,High,2025-05,detached duplex
5 bedroom duplex,5 bedroom duplex/house for sale,lekky county ikota lekki lagos,420000000.0,5.0,5.0,,2025-05-03,11 Nov 2025,Lagos,84000000.0,High,2025-05,house
4 bedroom terrace duplex,4 bedroom terrace duplex/house for sale,lekky county ikota lekki lagos,105000000.0,4.0,4.0,,2025-06-26,11 Nov 2025,Lagos,26250000.0,High,2025-06,house
4 bedroom fully detached duplex,4 bedroom fully detached duplex/house for sale,2nd tollgate chevron lekki lagos,330000000.0,4.0,4.0,,2025-04-16,11 Nov 2025,Lagos,82500000.0,High,2025-04,fully detached
4 bedroom terrace duplex,4 bedroom terrace duplex/house for sale,vgc lekki lagos,190000000.0,4.0,4.0,,2025-06-26,11 Nov 2025,Lagos,47500000.0,High,2025-06,house
massive 2 bedroom apartment,massive 2 bedroom apartment/flat apartment for sale,ikoyi lagos,1150400000.0,2.0,2.0,,2025-05-29,11 Nov 2025,Lagos,575200000.0,High,2025-05,flat/apartment
contemporary 5 bedroom duplex,contemporary 5 bedroom duplex/house for sale,ajah lagos,280000000.0,,5.0,,2025-11-05,11 Nov 2025,Lagos,,High,2025-11,house
5 bed fully detached duplex + rooftop terrace,5 bed fully detached duplex + rooftop terrace/house for sale,lekki phase 1 lekki lagos,1500000000.0,5.0,5.0,,2025-10-03,11 Nov 2025,Lagos,300000000.0,High,2025-10,fully detached
5 bedroom semi detached duplex,5 bedroom semi detached duplex/house for sale,lekky county ikota lekki lagos,290000000.0,5.0,5.0,,2025-05-01,11 Nov 2025,Lagos,58000000.0,High,2025-05,semi detached duplex
5 bedroom mansion,5 bedroom mansion/house for sale,vgc lekki lagos,500000000.0,5.0,5.0,,2025-05-07,11 Nov 2025,Lagos,100000000.0,High,2025-05,house
5 bedroom detached duplex,5 bedroom detached duplex/house for sale,ologolo lekki lagos,330000000.0,5.0,5.0,,2025-05-03,11 Nov 2025,Lagos,66000000.0,High,2025-05,detached duplex
waterfront 5 bedroom penthouse,waterfront 5 bedroom penthouse/flat apartment for sale,ikoyi lagos,19413000000.0,5.0,5.0,,2025-05-29,11 Nov 2025,Lagos,3882600000.0,High,2025-05,flat/apartment
6 bedroom duplex,6 bedroom duplex/house for sale,ikoyi lagos,5000000000.0,,,,2025-05-04,11 Nov 2025,Lagos,,High,2025-05,house
luxury 5 bedroom fully detached duplex with 2 bq,luxury 5 bedroom fully detached duplex with 2 bq/house for sale,banana island ikoyi lagos,6000000000.0,5.0,5.0,,2025-11-05,11 Nov 2025,Lagos,1200000000.0,High,2025-11,fully detached
5 bedroom fully detached duplex with bq,5 bedroom fully detached duplex with bq/house for sale,lekki phase 1 lekki lagos,900000000.0,5.0,5.0,,2025-09-15,11 Nov 2025,Lagos,180000000.0,High,2025-09,fully detached
automated 5 bedroom fully detached duplex,automated 5 bedroom fully detached duplex/house for sale,lekki phase 1 lekki lagos,980000000.0,5.0,5.0,,2025-10-17,11 Nov 2025,Lagos,196000000.0,High,2025-10,fully detached
newly built 5 bedroom detached duplex,newly built 5 bedroom detached duplex/house for sale,"in a gated, secured & serene estate in ajah ajah lagos",240000000.0,5.0,5.0,,2025-09-20,11 Nov 2025,Lagos,48000000.0,High,2025-09,detached duplex
newly built 1 bedroom apartment,newly built 1 bedroom apartment/house for sale,orchid lekki lagos,65000000.0,1.0,1.0,,2025-09-19,11 Nov 2025,Lagos,65000000.0,High,2025-09,flat/apartment
5 bedroom detaached duplex,5 bedroom detaached duplex/house for sale,ikate lekki lagos,1000000000.0,5.0,5.0,,2025-09-14,11 Nov 2025,Lagos,200000000.0,High,2025-09,house
4 bedroom fully detached duplex with bq,4 bedroom fully detached duplex with bq/house for sale,ikota lekki lagos,180000000.0,4.0,5.0,,2025-10-17,11 Nov 2025,Lagos,45000000.0,High,2025-10,fully detached
5 bedroom fully detached duplex+bq,5 bedroom fully detached duplex+bq/house for sale,orchid lekki lagos,400000000.0,5.0,,,2025-09-26,11 Nov 2025,Lagos,80000000.0,High,2025-09,fully detached
5 bedroom maisonette with bq,5 bedroom maisonette with bq/house for sale,ikoyi lagos,3500000000.0,5.0,5.0,,2025-09-15,11 Nov 2025,Lagos,700000000.0,High,2025-09,house
5 bedroom detached duplex +bq,5 bedroom detached duplex +bq/house for sale,lekki ado ajah lagos,300000000.0,5.0,5.0,,2025-10-17,11 Nov 2025,Lagos,60000000.0,High,2025-10,detached duplex
5 bedroom fully detached duplex + bq,5 bedroom fully detached duplex + bq/house for sale,osapa london lekki lagos,400000000.0,5.0,,,2025-09-19,11 Nov 2025,Lagos,80000000.0,High,2025-09,fully detached
5 bedroom duplex,5 bedroom duplex/house for sale,inside a prime estate in lekki phase 1 lekki phase 1 lekki lagos,980000000.0,5.0,5.0,,2025-09-20,11 Nov 2025,Lagos,196000000.0,High,2025-09,house
4 bedroom fully detached duplex,4 bedroom fully detached duplex/house for sale,ikota lekki lagos,180000000.0,4.0,4.0,,2025-09-15,11 Nov 2025,Lagos,45000000.0,High,2025-09,fully detached
5 bedroom fully detached duplex with bq,5 bedroom fully detached duplex with bq/house for sale,prime and structure estate osapa london lekki lagos,1550000000.0,5.0,5.0,,2025-10-27,11 Nov 2025,Lagos,310000000.0,High,2025-10,fully detached
newly built 2 bedroom apartment,newly built 2 bedroom apartment/house for sale,great deal for fastest buyer in a gated and secured estate ikate lekki lagos,110000000.0,2.0,2.0,,2025-10-18,11 Nov 2025,Lagos,55000000.0,High,2025-10,flat/apartment
newly built 4 bedroom semi detached duplex with bq,newly built 4 bedroom semi detached duplex with bq/house for sale,ajah lekki lagos,135000000.0,4.0,4.0,,2025-10-27,11 Nov 2025,Lagos,33750000.0,High,2025-10,semi detached duplex
5 bedroom semi detached duplex with bq,5 bedroom semi detached duplex with bq/house for sale,ikate lekki lagos,950000000.0,5.0,,,2025-09-26,11 Nov 2025,Lagos,190000000.0,High,2025-09,semi detached duplex
4 bedroom fully detached duplex with bq,4 bedroom fully detached duplex with bq/house for sale,ologolo lekki lagos,280000000.0,4.0,,,2025-09-19,11 Nov 2025,Lagos,70000000.0,High,2025-09,fully detached
4 bedroom semi detached duplex,4 bedroom semi detached duplex/house for sale,ologolo lekki lagos,290000000.0,4.0,,,2025-09-23,11 Nov 2025,Lagos,72500000.0,High,2025-09,semi detached duplex
"5 bedroom villa+gym,sauna,elevator,cinema","5 bedroom villa+gym,sauna,elevator,cinema/house for sale",in a prestige estate in ikate where the elite and high profile people reside ikate lekki lagos,1200000000.0,5.0,5.0,,2025-09-20,11 Nov 2025,Lagos,240000000.0,High,2025-09,house
7 bedroom fully detached duplex,7 bedroom fully detached duplex/house for sale,ikate lekki lagos,1200000000.0,7.0,,,2025-09-23,11 Nov 2025,Lagos,171428571.42857143,High,2025-09,fully detached
5 bedroom flat,5 bedroom flat/house for sale,"in a prime , serene and gated estate osapa london lekki lagos",1550000000.0,5.0,5.0,,2025-09-20,11 Nov 2025,Lagos,310000000.0,High,2025-09,flat/apartment
4 bedroom semi detached duplex with bq,4 bedroom semi detached duplex with bq/house for sale,old ikoyi ikoyi lagos,200000000.0,4.0,4.0,,2025-08-29,11 Nov 2025,Lagos,50000000.0,High,2025-08,semi detached duplex
5 bedroom fully detached duplex + bq,5 bedroom fully detached duplex + bq/house for sale,ologolo lekki lagos,550000000.0,5.0,,,2025-09-19,11 Nov 2025,Lagos,110000000.0,High,2025-09,fully detached
3 bedroom apartment with bq,3 bedroom apartment with bq/house for sale,old ikoyi ikoyi lagos,1300000000.0,3.0,3.0,,2025-09-15,11 Nov 2025,Lagos,433333333.3333333,High,2025-09,flat/apartment
7 bedroom mansion with bq,7 bedroom mansion with bq/house for sale,gwarinpa abuja,800000000.0,7.0,7.0,,2025-01-25,11 Nov 2025,Abuja,114285714.28571428,High,2025-01,house
newly built 3 bedroom apartment,newly built 3 bedroom apartment/flat apartment for sale,ikate lekki lagos,310000000.0,3.0,3.0,,2025-10-03,11 Nov 2025,Lagos,103333333.33333333,High,2025-10,flat/apartment
newly built 4 bedroom terrace duplex with bq,newly built 4 bedroom terrace duplex with bq/house for sale,off ahmed bello way mabushi abuja,350000000.0,4.0,4.0,,2025-11-11,11 Nov 2025,Abuja,87500000.0,High,2025-11,house
5 bedroom detached duplex with elevator + cinema,5 bedroom detached duplex with elevator + cinema/house for sale,lekki phase 1 lekki lagos,1500000000.0,5.0,5.0,,2025-10-21,11 Nov 2025,Lagos,300000000.0,High,2025-10,detached duplex
newly built 4 bedroom terrace duplex,newly built 4 bedroom terrace duplex/house for sale,jahi by gilmore jahi abuja,350000000.0,4.0,4.0,,2025-09-30,11 Nov 2025,Abuja,87500000.0,High,2025-09,house
5 bedroom detached duplex with cinema,5 bedroom detached duplex with cinema/house for sale,northernforesure estate chevron lekki lagos,1500000000.0,5.0,5.0,,2025-11-07,11 Nov 2025,Lagos,300000000.0,High,2025-11,detached duplex
furnished 5 bedroom detached duplex with bq,furnished 5 bedroom detached duplex with bq/house for sale,life camp abuja,350000000.0,5.0,5.0,,2025-10-02,11 Nov 2025,Abuja,70000000.0,High,2025-10,detached duplex
5 bedroom detached duplex with cinema + pool,5 bedroom detached duplex with cinema + pool/house for sale,mayrose park estate by vgc vgc lekki lagos,590000000.0,5.0,5.0,,2025-11-04,11 Nov 2025,Lagos,118000000.0,High,2025-11,detached duplex
newly built 5 bedroom detached duplex with bq,newly built 5 bedroom detached duplex with bq/house for sale,by coza church guzape abuja,600000000.0,5.0,5.0,,2025-10-15,11 Nov 2025,Abuja,120000000.0,High,2025-10,detached duplex
luxury 3 bedroom apartment with bq,luxury 3 bedroom apartment with bq/flat / apartment for sale,eko atlantic city victoria island lagos,984454800.0,3.0,3.0,,2025-10-24,11 Nov 2025,Lagos,328151600.0,High,2025-10,flat/apartment
furnished 5 bedroom detached duplex with elevator,furnished 5 bedroom detached duplex with elevator/house for sale,apo legislative quarters apo abuja,700000000.0,5.0,5.0,,2025-10-11,11 Nov 2025,Abuja,140000000.0,High,2025-10,detached duplex
6 bedroom detached duplex with elevator,6 bedroom detached duplex with elevator/house for sale,maitama abuja,2800000000.0,6.0,6.0,,2025-10-08,11 Nov 2025,Abuja,466666666.6666667,High,2025-10,detached duplex
6 bedroom detached duplex with swimming pool,6 bedroom detached duplex with swimming pool/house for sale,efab metropolis karsana abuja,550000000.0,6.0,6.0,,2025-09-27,11 Nov 2025,Abuja,91666666.66666667,High,2025-09,detached duplex
newly built 2 bedroom apartment,newly built 2 bedroom apartment/flat apartment for sale,ikate lekki lagos,210000000.0,2.0,2.0,,2025-10-03,11 Nov 2025,Lagos,105000000.0,High,2025-10,flat/apartment
606sqm & 1020sqm plots in a beautiful estate,606sqm & 1020sqm plots in a beautiful estate/land for sale,maiyegun beach estate jakande lekki phase 1 lekki lagos,470000000.0,,,,2025-10-14,11 Nov 2025,Lagos,,High,2025-10,land
newly built 4 bedroom semi detached duplex with bq,newly built 4 bedroom semi detached duplex with bq/house for sale,orchid hotel road chevron lekki lagos,260000000.0,4.0,4.0,,2025-10-10,11 Nov 2025,Lagos,65000000.0,High,2025-10,semi detached duplex
5 bedroom detached duplex with cinema + pool,5 bedroom detached duplex with cinema + pool/house for sale,diplomatic zone katampe ext abuja,1900000000.0,5.0,5.0,,2025-08-01,11 Nov 2025,Abuja,380000000.0,High,2025-08,detached duplex
4 units of furnished 5 bedroom detached duplex,4 units of furnished 5 bedroom detached duplex/house for sale,utako abuja,4300000000.0,10.0,10.0,,2025-09-04,11 Nov 2025,Abuja,430000000.0,High,2025-09,detached duplex
5 bedroom detached duplex with cinema + elevator,5 bedroom detached duplex with cinema + elevator/house for sale,osapa london lekki lekki phase 1 lekki lagos,1500000000.0,5.0,5.0,,2025-10-22,11 Nov 2025,Lagos,300000000.0,High,2025-10,detached duplex
luxury 4 bedroom semi detached duplex,luxury 4 bedroom semi detached duplex/house for sale,"maiyegun beach estate jakande, lekki phase 1 lekki lagos",600000000.0,4.0,4.0,,2025-10-24,11 Nov 2025,Lagos,150000000.0,High,2025-10,semi detached duplex
5 bedroom detached duplex with swimming pool,5 bedroom detached duplex with swimming pool/house for sale,katampe ext abuja,1100000000.0,5.0,5.0,,2025-09-28,11 Nov 2025,Abuja,220000000.0,High,2025-09,detached duplex
3 bedroom bungalow,3 bedroom bungalow/house for sale,"lekki aviation town, granville, majestic bay, & the parliament, ibeju lekki lagos",1588395.0,3.0,3.0,,2025-08-05,11 Nov 2025,Lagos,529465.0,Low,2025-08,bungalow
